character,degree_Marvel_characters
SOMERS_KATHY,32
SOMMERS_APRIL,54
SOMNAMBULIST,10
SOMNUS,28
SOMON,82
SON_OF_SATAN,22
SON_OF_THE_FEATHERED_SERPENT,14
SONAR,56
SONDHEIM_ERICA,238
SONGBIRD,1660
SONIC,124
SOONER_BETH,62
SOPHIE,144
SORCEROR,14
SORCEROR_II,14
SORENSON_DAVID,16
SORENSON_JANET,20
SORENSON_MARGAY,16
SORRENTINO,58
SORROW,26
SOTEIRA,18
SOTO_BERNARD,28
SOUL_MAN,38
SOUL_READER,16
SOUL_SKINNER,50
SOUL_LIL_BRO,30
SOUL-DRINKER,76
SOUL-EATER,66
SOULFATHER,12
SOULFIRE,92
SOULSTRIKER,120
SOUNDBYTE,22
SOUR_KRAUT,16
SOURIS_MICHEL,94
SOUSA_PAUL,26
SOUTHERN_CANDACE_CANDY,472
SOUTHPAW,202
SOVEL_REDHAND,68
SPA_FON,16
SPACE_ACE,84
SPACE_BEAST,36
SPACE_PARASITE,82
SPACE_PHANTOM,396
SPACE_TURNIP,10
SPACE-BOMB,22
SPACKER_DAVE,40
SPANGLER_DALE,18
SPANGLER_EUGENE_THE_STAR,18
SPANKER,34
SPAR_DR_KATHERINE_ELISABETH,44
SPARK,66
SPARKS,164
SPARKY,44
SPARROW,120
SPARROW_II,60
SPARROW_BEAR_MELLISA,48
SPARTACUS,44
SPARX,32
SPAT,112
SPAULDING_ALAN_ZACH,70
SPAULDING_JILL,32
SPAULDING_PETER,116
SPAULDING_PHILLIP,70
SPAWN_OF_THE_WITCH_QUEEN,18
SPEAKEASY,62
SPEAR,94
SPEAR_II,30
SPECTER,130
SPECTER_JOHN,54
SPECTRA,38
SPECTRUM,18
SPECTRUM_SINCLAIR,90
SPEED,650
SPEEDD,870
SPEEDBALL,2616
SPEEDBALL_DOPPELGANGER,172
SPEEDBALL_DOPPELGANGER_III,244
SPEEDBALL_II,266
SPEEDFREEK,122
SPEEDY,34
SPEERS_TODD,20
SPELLBINDER_II,54
SPELLCHECK,8
SPENCE_EMIL,8
SPENCER_FIONA,28
SPENCER_JAMES,36
SPENCER_TRACY,34
SPERZEL_ANTON,48
SPETSBURO_GEN_YURI,30
SPETZ_MORGAN,14
SPHINX,350
SPHINX_II,154
SPHINX_III,20
SPHINXOR,30
SPIDER,8276
SPIDER_QUEEN,88
SPIDER-GIRL,326
SPIDER-MAN_CLONE,92
SCLONE,250
SPIDER-MAN_DOPPELGANGER,326
SPIDER-MAN_IMPOSTER,142
SPIDER-MAN_ROBOT,80
SPIDER-MAN_II,710
SPIDEY3,94
SPIDEY_MAN_IV,52
SPIDER-WOMAN,2046
SPIDER-WOMAN_IMPOSTER,1356
SPIDER-WOMAN_II,1442
SPIDER-WOMAN_II_DOPPELGANGER,244
SPIWOM3,248
SPIDER-WOMAN_IV,54
SPICIDE,136
SPIELBERG_STEVEN,14
SPIELER,70
SPIERLING_JASON,6
SPIKE,68
SPIKE_II,42
SPIKE_III,48
SPIKE_III_IMPOSTER,24
SPIKE_IV,30
SPIKEY,62
SPINNER,234
SPINNER_DR_MAURA,28
SPINNERET,30
SPINRAD_DAMIAN,26
SPIRAL,936
SPIRAL_II,18
SPIRIT,58
SPIRIT_OF_76,86
SPIRIT_OF_THE_LIVING_TALISMAN,134
SPIRIT-WEAVER,28
SPITBALL,48
SPITE,18
SPITFIRE,806
SPITFIRE_II,40
SPITZ_BARRY,42
SPIVEY_RAYLEENE,22
SPIVEY_SADIE_RAE_SYD,28
SPLATT,16
SPLICE,206
SPLICE_II,86
SPLITLIP,120
SPOCK_DR_BENJAMIN,36
SPOILER,38
SPOILSPORT,36
SPONGE,112
SPOOK,18
SPOOK_II,78
SPOOKY,32
SPOOR,278
SPORE,72
SPORR,36
SPORR_II,20
SPORR_III,14
SPORTSMAN,18
SPOT,358
SPOTTED_DOE,18
SPOTTED_SKIN,18
SPRAGG,114
SPRINGER_JERRY,30
SPRINGFIELD_TESSA,16
SPRINGTHORPE,24
SPRINGS_ALICE,54
SPRITE,350
SPRITE_II,762
SPROCKET,264
SPUDGER,16
SPUNJE,298
SPYMASTER,294
SPYMASTER_II,12
SPYMASTER_III,348
SPYMASTER_IV,40
SPYNE,220
SQUASH,28
SQUID,412
SQUIRE,52
SQUIRREL_GIRL,570
SQUORM,124
SSS_LETHCOTT,20
SSSESTHUGAR,78
SSSITH,116
SSSTHGAR,22
ST_CROIX_CARTIER,98
STCROIXC,116
ST_CROIX_LENORE,20
ST_CROIX_LOUIS,42
ST_CROIX_MONA,32
STCROIXN,116
ST_GEORGE,28
ST_GEORGE_II,68
ST_GERMAINE_COMTE,18
ST_HUBBINS_SARI,62
ST_JOHNNY,62
ST_JUDE_MOLLY,16
ST_JUST_DR_HELENE,16
ST_LAWRENCE_COL_CAROLYN,148
ST_NATHANIAL,98
ST_THOMAS_JULES,166
ST_KR,18
ST_VAAN_II,154
STA-RAMM,24
STAAK,10
STACK_ABEL,48
STACY_X,124
ARTSTACY,214
STACY_CAPT_GEORGE,246
GWEN,380
STACY_GWEN_PROTO-HUSK,40
STACY_HELEN,24
STACY_JILL,368
STACY_NANCY,38
STACY_PAUL,194
STACY_SARAH,30
STACY-MILES_GWEN,206
STAG_BEETLE,6
STAHL_PROF_FRANZ,16
STAHL_VERONICA,16
STAIN,32
STAINED_GLASS_SCARLET,38
STALAX,50
STALIN_JOSEF,122
STALKER,102
STALKER_II,122
STALKING_FOX,28
STALLIOR,154
STALYENKO_COL_YURI,82
STAMP_J_Q,28
STAMPEDE,52
STANACHEK_FREDDIE,84
STANCHEK_DR,92
STANDISH_GEN,42
STANDISH_JONATHAN,34
STANE_EZEKIEL,162
STANE_OBADIAH,284
STANE_OBADIAH_LMD,36
STANFORD_JENNY,14
STANFORD_JOHNNY,14
STANFORD_LT_DWIGHT_ROLLIN,58
STANISLAUS_GEORGE,26
FABIAN,630
STANLEY_PROF,36
STANSFIELD_MARLENE,82
STANTON_MO,10
STAPHOS_DR_MONICA,22
STAPLES_EDNA_M,178
STAPLETON_KELLY,8
STAR,92
STAR_II,74
STAR_CHILD,32
STAR_HAMMER,162
STAR_SIGN,126
STAR_THIEF,78
STAR_THIEF_II,24
STAR_THIEF_III,66
STAR_JOAN,34
STAR-CREATURE,12
STAR-DANCER,62
STAR-LORD,334
STAR-STALKER,42
STAR-STALKER_IMPOSTER,30
STAR-STALKER_II,32
STARBOLT,508
STARCHILD,84
STARCHILD_II,40
STARDUST,66
STARDUST_II,130
STARFOX,1288
STARHAWK_DOPPELGANGER,20
STARHAWK_DOPPELGANGER_II,54
STARHAWK_DOPPELGANGER_III,38
STARION,28
STARK_HOWARD_WALTER,390
STARK_ISAAC,30
STARK_MARIA_COLLINS_CARBONELL,174
STARK_MORGAN,296
STARK_TONY_LMD,42
STARK_TONY_LMD_II,90
STARK_TONY_LMD_III,20
STARKOWSKI_CLAUDE,34
STARLIGHT,210
STARLING_JAMES-MICHAEL,56
STARR_THE_SLAYER,14
STARR_AARON,26
STARR_ALICE,22
STARR_JACQUELINE,26
STARR_RINGO,132
STARR_TRIXIE,140
STARSEED,12
STARSHINE,62
STARSHINE_II,436
STARSHINE_III,78
STARSMORE_JACK,20
SSTREAK,206
STARSTREAK2,168
STASIS,22
STAT,234
STATIC,112
STATIC_II,96
STATUE_OF_DEATH,18
STATURE,1102
STATUS_QUO,8
STAVROS,18
STEALTH,40
STEALTH_II,12
STEAM_RIDER,4
STECK_EE,58
STEED_JOHN,60
STEED_MR,44
STEEL,104
STEEL_COLLAR,60
STEELGUARD,338
STEEL_MASK,14
STEEL_RAVEN,40
STEEL_SERPENT,18
STEEL_SERPENT_II,158
STEEL_SLAMMER,22
STEELSPIDER,126
STEEL_VENGEANCE,62
STEEL_WIND,298
STEELE_BOBBY,296
STEELE_JOHN,104
STEELE_MARCY_MASTERSON,362
STEELE_SGT_JOHN,26
STEELE_SIMON,28
STEEN_DET,100
STEEPLEJACK,18
STEEPLEJACK_II,110
STEGOR,30
STEGRON,260
STEIN_EMIL,10
STEIN_HELMUT,10
STEIN_HUNTER,44
STEIN_JANET,130
STEIN_VICTOR,128
STEINBERG_FLO,32
STEINBERG_JUDGE,24
STEINHARDT_BECCA,10
STELLARAX,18
STELLARIS,254
STEM,44
STEM_CELL,14
STEPHANAPOULUS_COSMO,66
STEPPIN_RAZOR,28
STERIXIAN_ALMONNAS,24
STERIXIAN_LOATIA,24
STERLING_SID,26
STERMAN_ANDREA,270
STERN,48
STERN_CARMINE,54
STERN_ROGER,102
STERN_WILLIAM,62
STERNBERG_DR_BERTHOLD,14
STERNES_DEREK,46
STEVENS_DAN,24
STEVENS_DR_VINCENT,48
STEVENS_MILO,38
STEWART_ALLEN,4
STEWART_MACKINLEY,70
STEWART_MARY,18
STEWART_RYAN,34
STICK,190
STICK_II,62
STICKER,22
STIGMATA,22
STILES_MOLLY,14
STILES_TATJANA,14
STILETTO,470
STILETTO_II,24
STILT-MAN,928
STILT-MAN_II,24
STILT-MAN_III,74
STILTS,26
STILWELL_RON,12
STING,34
STING-RAY,14
STINGER,42
STINGER_II,32
STINGER_III,212
STINGER_IV,78
STINGER_V,66
STINGRAY,1300
STINKY,62
STIPE_CHANCELLOR_DEMETRIUS,22
STITCH,78
STITCH_II,18
STITHY_THEODORE,44
STIVAK_EUGENE_KLIGGER,96
STOCKBRIDGE_CHARLES,120
STOCKBRIDGE_DEANNA,120
STOCKWOOD_BRIAN,14
STODDARD_ETHAN,14
STODDARD_RAOUL,14
STOGER_CHRISTI,22
STOKER_OLIVIER,20
STOKES_LT_GEN_CHARLIE,82
STONE,132
STONE_II,68
STONE_COLD,42
STONE_CHANTAL,64
STONE_JERRY,18
STONE_JOHN,28
STONE_LT_MARCUS,768
STONE_MARGARET,62
STONE_MEG,52
STONE_NELSON,26
STONE_ROY,58
STONE_TIBERIUS,218
STONE_TYLER,106
STONE-FACE,48
STONECOLD,32
STONECOLD_II,36
STONECUTTER,126
STONER_COL_RICK,56
STONEWALL,334
STONEWALL_II,538
STONEWELL_GEORGE,20
STORM_DOPPELGANGER,128
STORM_DOPPELGANGER_II,208
STORM_IMPOSTER,118
STORM_SWORD,32
STORM_CHILI,146
STORM_DR_FRANKLIN,40
STORM_MARIA,38
STORM_MARY,20
STOYKOVICZ_GEN,36
STRACU,38
STRACZYNSKI_MICHAEL,16
STRANG_COL_F_T,136
STRANGE_BEVERLY,20
STRANGE_DONNA,110
STRANGE_EUGENE,12
STRANGER,36
STRANGER_II,720
STRANGER_III,46
STRANGLEHOLD,48
STRANGLER,64
STRATOSFIRE,16
STRAUSSER_EUGENE,174
STRAW_MAN,54
STREET_SPEEDER,12
STREETMAN,40
STREICH_NEIL,18
STRETCH,92
STRICKLAND,30
STRICKLAND_GEORGE,42
STRIDER,310
STRIKEBACK,76
STRIKER,56
STRIKER_II,284
STRIKER_SAM,34
STRINGER,22
STRINGER_AMY,10
STRINGFELLOW,40
STRIPMINE,52
STROBE,158
STROHEIM_GEN,22
STRONG_GUY,1442
STRONG_GUY_DOPPELGANGER,172
STRONG_GUY_DOPPELGANGER_II,238
STRONG_GUY_DOPPELGANGER_III,208
STRONG_MARTIN_HENRY,40
STRONG_OGUN,34
STRONG_SUSAN,36
STRONGARM,242
STRONGARM_II,82
STRONGHEART_FAYRELYTE,58
STRONGHOLD,180
STRONGMAN,50
STRONTIUM-90,52
STROUD_SIMON,56
STROUGHTON_WILLIAM,34
STRUCKER_ANDREA,644
STRUCKER_ANDREAS,626
STRUNK_BELLA,18
STRYFE,42
STRYKER_REV_WILLIAM,360
STUART_BILL,44
STUART_BRIG_ALYSANDE,276
STUART_DR,64
STUART_DR_ALISTAIRE,588
STUART_TYLER,40
STUCKMEIER_JOEL,20
STUFF,68
STUMP,72
STUNNER,142
STUNT-MASTER,330
STURDY_PROF_KENNETH,98
STURM,20
STYGE_REV,64
STYGIAN_STARBENDER,32
STYGIAN_STARBENDER_DUPLICATE,66
STYRAK,26
STYX,68
STYX_II,12
STYX_III,58
SU_DR_KO_BIN,72
SUAREZ_JULIA,40
SUAREZ_MARIELLA,22
SUAREZ_RAPHAEL,42
SUARTI_JACOB,20
SUBJECT_X,18
SUBLIME_ANGEL,86
SUBLIME_BEAST,86
SUBLIME_CYCLOPS,86
SUBLIME_ICEMAN,86
SUBLIME_MARVEL_GIRL,86
SUBLIME_JOHN,104
SUCCUBUS,14
SUCCUBUS_II,32
SUEDE,54
SUEE_FAH_LO,28
SUGAH,208
SUGAR_MAN_295,316
SUI-SAN,62
SUICIDE,70
SUICIDE_KING,38
SUKHAROV_DIMITRI,12
SUKHAROV_VIKTORIA,12
SULIBEG,28
SULLIVAN_CUTTER,42
SULLIVAN_ED,12
SULLIVAN_JOHN_L,20
SULTAN,10
SULTAN_II,44
SULTAN_MAGUS,24
SULUMOR,48
SUMA-KET,28
SUMI,24
SUMMERS_ANN,22
SUMMERS_DANNY,34
SUMMERS_DEBORAH,246
SUMMERS_HOPE_II,24
SUMMERS_KATHERINE_ANN,218
SUMMERS_MADELYNE_JENNIFER_PRYOR,632
NATHAN,566
SUMMERS_PHILIP,246
SUMMERS_RACHEL_811,414
SUMMERSET_ALAN,34
SUMO,84
SUN_GIRL,22
SUN_LIN,316
SUN-TAO,38
SUNBIRD,38
SUNDANCE,26
SUNDANCE_II,56
SUNDANCE_KID,42
SUNDER,240
SUNDER_II,18
SUNDOWN,82
SUNDRAGON,42
SUNFIRE,1252
SUNPYRE,68
SUNPYRE_II,82
SUNSET_GRACE,8
SUNSHINE,84
SUNSHINE_MARY,44
SUNSPOT,1870
SUNSTREAK,16
SUNSTREAK_II,476
SUNSTROKE,342
SUNTURION,96
SUNTURION_II,4
SUPER_EGO,194
SUPER_LIGHTNING_LORD,18
SUPER_MUMMY,42
SUPER_SABRE,484
SKRULL,768
SUPER SKRULL II,26
SUPER-ADAPTOID,672
SUPER-ADAPTOID_II,52
SUPER-ANDROID_F-4,20
SUPERNOVA,98
SUPER-PATRIOT,14
SUPER-PATRIOT_II,152
SUPER-SENTRY,18
SUPERCHARGER,162
SUPERIA,418
SUPERIOR,74
SUPERIOR_II,48
SUPERMAX,142
SUPERNAUT,240
SUPRAMOR,16
SUPREME_INTELLIGENCE,796
SUPREME_ONE,22
SUPREME_PONTIFF,40
SUPREME_SERPENT,22
SUPREME_SERPENT_II,34
SUPREME_SOOFI,16
SUPREMOR,116
SUPREMUS,12
SURE_LT_STEVEN,42
SURESHOT,32
SURFSTREAK,32
SURGE,12
SURGE_IV,804
SURGE_V,32
SURGEON,24
SURGEON_II,22
SURGEON_GENERAL,12
SURMAN_MATTHEW,36
SURRENDER_MONKEY,42
SURTUR,446
SUSAN_IN_SUNSHINE,58
SUSANDO,30
SUSPENSOR,24
SUSPIRIA,4
SUSQUATCH,14
SUTTON,44
SUTTON_CHARLES,30
SUTTON_JOHN,26
SUTTON_TOM,34
SUVOROV_ADMIRAL_GRIGORI_MIKHAILOVITCH,62
SUWAN,52
SUWAN_ROBOT,62
SUZIE,56
SV_ARA,44
SVAROG,156
SVAROG_II,24
SVAVA,336
SVEIN,52
SVENSON_DR,18
SVIN,74
SVYATOGOR,28
SWAD,36
SWAIN_CARLA,18
SWAIN_DR,32
SWAMI_RIHVA,18
SWANN_DR_EVAN,230
SWANN_ETHEL,12
SWANN_HARRY,12
SWANSON_DR_BETTY,18
SWANSON_GARY,22
SWARM,252
SWASHBUCKLER,58
SWASHBUCKLER_II,60
SWAY,142
SWEEPER,10
SWEEPZWEAK,42
SWEET_GRASS,36
SWELL,70
SWIFT,16
SWIFT_II,132
SWIFT_CLOUD_483,10
SWIFT-1,34
SWITCH,4798
SWITZLER_BEVERLY_LEE,52
SWITZLER_BEVERLY_II,342
SWORD_IN_THE_STAR,58
SWORDSMAN,458
SWORDSMAN_DUPLICATE,66
SWORDSMAN_IMPOSTER,38
SWORDSMAN_II,160
SWORDSMAN_II_IMPOSTER,72
SWORDSMAN_III,696
SYBIL,20
SYBILLA,48
SYBYL_DORN,90
SYCAMORE,30
SYDENHAM_GEOFFREY,68
SYDREN_LT,132
SYGNET,394
SYKES_ABBEY,46
SYKES_BEVERLY,120
SYKES_DENHOLM,8
SYKES_EUGENE,54
SYKES_SETH,58
SYKES_SLUGGER,22
SYLATIN,32
SYLPH,6
SYLVIUS,36
SYMBOL_OF_DOOM,20
SYMPERIA,4
SYN,34
SYNAPSE,18
SYNARIO,14
SYNCH,558
SYNGE_AMINA,48
SYNRAITH,44
SYNTHETIC_MAN,14
SYPHON,112
SYPHONN,22
SYRRH,6
SYTH,60
SYTSEVICH_OKSANA,26
SZARDOS_MARGALI,402
SZARDOS_STEFAN,72
SZARKUS,26
T,26
T_K_O,40
T_AL,36
T_CAHR,42
T_CRILEE,52
T_KYLL_ALABAR_ADM,28
T_OMBATANNA_PRINCIPAL,24
T_OPALI,54
T_SHAN,186
T-6,16
T-BONE,14
T-RAY,114
T-REX,38
TA-NO,20
TAARU,36
TABAK_MICHAEL,40
TABESHAW_HARRY,88
TABOO,84
TABOO_II,118
TABULA_RASA,52
TABUR,10
TACTICAL_FORCE,30
TADPOLE,10
TAE,24
TAFERAL_MARYLIN_MARA,10
TAFERAL_SIR_JOHN,8
TAG,258
TAGAK,96
TAGAR_COUNT,364
TAGLAT,16
TAI,86
TAI_II,240
TAIFU,72
TAILGUNNER,30
TAILHOOK,14
TAILSPIN,40
TAKACHIHO_HIRO,238
TAKACHIHO_MAEMI,32
TAKAHAMA_JANE,74
TAKAHAMA_ROBERT,74
TAKAHASHI_REI,24
TAKAHISHI_CAPT_YAMATO,56
TAKAR,18
TAKASHI,46
TAKIGUCHI_DR_YURIKO,328
TAKIGUCHI_ROBERT,86
TAKIMOTO_RON,64
TAKU,198
TAL_GEN,24
TALAN,54
TALBOT_COL_GLENN,548
TALBOT_COL_GLENN_LMD,128
TALBOT_MAJ_WILLIAM_MATT,96
TALISMAN,374
TALISMAN_II,698
TALISMAN_III,20
TALISMAN_V,34
TALKBACK,342
TALLA_RON_LT,92
TALMADGE,28
TALO,40
TALON,98
TALON_DOPPELGANGER,38
TALON_DOPPELGANGER_II,38
TALON_III,140
TALOS,114
TAM,116
TAME,130
TANA_NILE,354
TANAGER,62
TANAKA_GEORGE,32
TANAKA_KENJIRO,404
TANAKA_NOREEN,36
TANAKA_OPAL,182
TANAKA_RITA,32
TANAKA_ROBERT,14
TANAS,30
TAMBURA_DR,46
TANGLE,38
TANIR,62
TANK,18
TANNEN_PAUL,20
TANNEN_VINCENT,22
TANNER_ARCHIE,38
TANNER_JACKO,52
TANTALUS,164
TANTE_MATTIE,136
TANTRA,32
TANTRO,82
TANTRUM,18
TANTRUM_II,46
TANTRUM_III,36
TAR,28
TAR-RELL_CAPT,14
TAR-VASH,12
TARA,22
TARA_II,14
TARA_III,92
TARAKIS,70
TARAN,10
TARANIS,12
TARANTULA,50
TARANTULA_II,100
TARANTULA_III,362
TARANTULA_IV,136
TARASOVA_IRINA,46
TARBABY,176
TARDY_KEN,32
TAREE,18
TAREGON_JULIE,12
TAREVA,24
TARGET,18
TARGON,88
TARGUM_MOSES,40
TARNOK-KOL,24
TAROOK,28
TAROT,324
TARQ_MARU,20
TARR_BLACK_JACK,174
TARTARO,24
TARTARUS,44
TARTESSUS,8
TARVER_SGT_JAMES_JIMBO,56
TARZAN,74
TASHA,32
TASKMASTER,1460
TATE_WINSTON,6
TATSU_O,136
TATTERDEMALION,314
TATTOO,54
TATTOOED_MAN,124
TAU,22
TAUG,16
TAUREY_SIR_WILLIAM,30
TAUREY_WILLIAM_MALCOLM,102
TAURUS,208
TAURUS_LMD,136
TAURUS_II,96
TAURUS_III,60
TAURUS_IV,98
TAVAREZ_BETH,12
TAVAREZ_LOU,12
TAWA,78
TAXTOR,20
TAYLOR_BILLY,66
TAYLOR_ELIZABETH,44
TAYLOR_JENNA,78
TAYLOR_JIM_TAXI,58
TAYLOR_KYMBERLY,70
TAYLOR_LEILA,220
TAYLOR_ORWELL,70
TAYLOR_REBECCA,188
TAYLOR_WENDY,66
TAZZA,18
TEACHER,32
TEAMLEADER,34
TECH-NOIR,214
TECHMASTER,80
TECHNO,590
TECHNO-KILLER,36
TECHNOSPIKE,94
TECHNOVORE,26
TEEKA,16
TEELA,16
TEENA,32
TEFRAL,352
TEI,22
TEKAGI,72
TELEMETRY,246
TELESTI,64
TELLER,22
TELLING-STONE_LUCAS,28
TELLIS,38
TEMAX,48
TELV,30
TEMPEST,30
TEMPEST_II,344
TEMPEST_III,128
TEMPEST_IV,334
TEMPLAR,72
TEMPLAR_MICHAEL,38
TEMPLE_CLAIRE,182
TEMPO,344
TEMPORAL_MAN,12
TEMPTRESS,48
TEMPUS,150
TEN_FOR,172
TEN-COR,14
TEN-THIRTIFOR,38
TENDRIL,30
TENEBRAE,32
TENEBROUS,104
TENEEL,24
TENELLE,30
TENG_YUN-SUAN,40
TENG_NIKKI,22
TENKO_CARTER,6
TENNYSON_ADAM,24
TENNYSON_JACOB,24
TENPIN,122
TENSION,48
TENTACULUS,98
TENTAKILL,46
TENURE,14
TEPES_MARIA,32
TEPES_ZOFIA,20
TEQUILA,24
TERAKNID,22
TERESHKOVA_CMDR_MARTINA,40
TERMINATOR,58
TERMINATOR_II,78
TERMINUS,488
TERMITE,46
TERNAK,14
TERRAFORMER,236
TERRAX,32
TERRAX_II,492
TERRAX_II_DUPLICATE,66
TERRAX_II_ROBOT,26
TERRAXIA,186
TERREL_DEBORAH,34
TERRIER,18
TERRIGENE,14
TERROR,36
TERROR_II,300
TERTIUS,98
TESLA_DR_NIKOLA,44
TESS-ONE,182
TESSA,506
TESSA_II,38
TESSLER_EMIL,14
TETHER,20
TETHRA,38
TEUTONIC_KNIGHT,36
TEX,2
TEX-MEX,26
TEXAS_KID,10
TEXAS_TWISTER,804
TEZCATLIPOCA,380
THAIS,44
THAKORR,194
THAKOS,118
THALLIUM,86
THALLO,34
THAMES_SERIPHA,24
THAN_VELENA,40
THANADEMOS,34
THANATOS,70
THANE,44
THANE_ECTOR,90
THANOS,1286
THANOS_CLONE,76
THANOS_CLONE_II,46
THANOS_DOPPELGANGER,388
THARAMUS,18
THATCHER_MARGARET,94
THELA,22
THENA,874
THEO,14
THEORIC,78
THERA,90
THERAK,152
THERMAL,64
THERMAL_MAN,120
THERMAL_MAN_II,22
THERMITE,38
THERMO,252
THERMOS,22
THERNON,24
THESEUS,26
THESEUS_II,12
THETIS,40
THIALFI,102
THIN_MAN,244
THING,12
THING_II,6408
THING_II_DOPPELGANGER,172
THING_II_DOPPELGANGER_II,116
THING_II_DOPPELGANGER_III,238
THING_II_DOPPELGANGER_IV,208
THING_II_IMPOSTER,30
THING_II_ROBOT,138
THING_IN_THE_CHEST,12
THING_THAT_CRAWLED_BY_NIGHT,36
THINGEE,20
THINK_TANK,248
THIRD_RAIL,24
THOG,198
THOMAS_ANNIE,30
THOMAS_BECKY,10
THOMAS_DAI,336
THOMAS_DR_JOHN,26
THOMAS_DR_STAN,24
THOMAS_IDA,24
THOMAS_JEANIE,66
THOMAS_JOSIE,70
THOMAS_KIM_HO_TWAE,22
THOMAS_PVT_PAUL,58
THOMAS_ROY,186
THOMPSON_CPL_EUGENE_FLASH,1326
THOMPSON_DR_WARREN_B,18
THOMPSON_DOUG,90
THOMPSON_HARRISON,108
THOMPSON_JESSICA,40
THOMPSON_MARGARET,18
THOMPSON_ROSIE,72
THOMPSON_SEN,28
THONGOR,28
THOR,5678
THOR_IMPOSTER,168
THOR_REPLICOID,90
THOR_II,58
THOR_III,238
THOR_IV,1114
THOR_IV_DOPPELGANGER,172
THOR_IV_DOPPELGANGER_II,208
THOR_V,40
THOR_GIRL,316
THOR_GIRL_IMPOSTER,360
THOR_KID,44
THORI,44
THORN,18
THORNDRAKE_MAJ_ALOYSIUS,40
THORNE,18
THORNE_AARON,24
THORNE_BELLE,40
THORNE_SAM,60
THORNN,148
THORNN_II,224
THORPE_COACH,22
THORPE_GAVIN,58
THORPE_GORDON,26
THORPE_LUKE,18
THORSON_DR_WALTER,70
THORTON_WENDY,48
THOTH,28
THOUGHT,18
THOUSAND,34
THRAXON,38
THREADCUTTER,28
THREADGOLD,42
THREE_WHO_ARE_ALL,22
THREE-FACE,10
THREETREES_JOSEPH,64
THREKKER,174
THRENODY,190
THROK,32
THUG,94
THULE_GEN,30
THULSA DOOM,18
THUMBELLINA,176
THUNDER,104
THUNDER_II,52
THUNDER_BARON,30
THUNDERBALL,1318
TBIRD,338
TBIRD2,184
THUNDERBIRD_III,450
THUNDERBOLT,90
THUNDERBOLT_II,46
THUNDERBOOT,28
THUNDERCLAP,20
THUNDERCLAW,18
THUNDERFIST,30
THUNDERHEAD,28
THUNDERHOOF,34
THUNDERSON,40
TSTRIKE,746
THUNDERSTRIKE_II,158
THUNDERSWORD,62
THUNDRA_715,484
THURM_ETHAN,150
THURMAN_DR_MILO,16
THURNHILD,42
THYSSON_DR_INGRID,14
TI_ASHA_RA,58
TIA,30
TIAMAQ,26
TIAMAT,34
TIBORGH,26
TIBORO,76
TICKTOCK,154
TIERS_MICHELLE,62
TIGER,30
TIGER_II,54
TIGER_JANI,6
TIGER_SHARK,1038
TIGERS_BEAUTIFUL_DAUGHTER,146
TIGERSTRYKE,82
TIGRA,2292
TIKUAK,28
TILBY_TRISH,1262
TILDA,44
TILLIE_THE_HUN,34
TILLIS_CALEB_REB,98
TILTON_ROLAND_R,26
TIM_BOO_BA,106
TIMBERIUS,186
TIMBERLAKE_JUSTIN,48
TIME_GUARDIAN,84
TIME_MASTER,4
TIME_TRAVELER,146
TIME-SINK,58
TIMEBOMB,48
TIMEBROKER,50
TIMESHADOW,60
TIMESLIP,146
TIMESLOT,42
TIMMONS,40
TIMORAN,20
TIMOTHY,48
TIN,4
TINAC,10
TINKABELINOS_HARDLEG,64
TINKELBAUM_HENRY_TUBBY,74
TINKER,28
TINKER_SHEA,38
TINKERER,868
TINY_DANCER,50
TIPPITT_LEONARD,22
TIPPY-TOE,364
TIR-ZARR,16
TISIPHONE,34
TITAN,414
TITAN_II,60
TITAN_III,50
TITAN_TRISH,72
TITANIA,128
TITANIA_II,1222
TITANO,2
TITANIUM,32
TITANIUM_MAN,424
TITANM2,54
TITANIUM_MAN_III,18
TITANIUM_MAN_IV,16
TITHE_COLLECTOR,54
TLAANGO,16
TOAD,22
TOAD_II,1226
TOAD_III,4
TOAD_BOY,26
TOAD-IN-WAITING,74
TOADPOLE,40
TOAG,52
TOBIAS,40
TOBIAS_II,102
TODD_FISHER,96
TODD_MARY,18
TODDLER,34
TOEJAM,50
TOFIELD_FRANCESCA,20
TOGARO,18
TOI,44
TOKAMAK,24
TOKEN,46
TOKKOTS,90
TOKO,82
TOL-NOK,24
TOLAMAQ,50
TOLLIVER_EMMA,22
TOLLIVER_HAL,18
TOLLIVER_JONAS,36
TOLLIVER_MELBA,62
TOLLIVER_REV_JACKSON,42
TOLOC,42
TOLOR,100
TOLTEC,18
TOMAHAWK_JILL,8
TOMASI,40
TOMAZOOMA,164
TOMAZOOMA_II,46
TOMB_JUDGE_ELIAS,18
TOMBSTONE,856
TOMBSTONE_II,38
TOMES,20
TOMKINS_TOMMY,28
TOMMY_LIGHTNING,30
TOMORROW_HAWK,32
TOMPKINS_OFFICER,20
TOMPKINS_ROGER,14
TONG,230
TONGAH,118
TONGAH_II,84
TONGUE_OF_THE_SERPENT,42
TOOK,30
TOOMAZOOMA,34
TOOMES_MARCUS,18
TOOTHGNASHER,274
TOOTHGRINDER,274
TOPAZ,310
TOPHER,40
TOPSPIN,188
TORES,66
TORG,64
TORGER,22
TORGO,104
TORGO_II,20
TORK_EZEKIEL,6
TORK_MAYBELLE,6
TORK_REGINALD,72
TORK_SGT,220
